,Location,Item_Name,BidPrice,ID,BuyNowPricee
622,Auckland,Brand New Galaxy A3 16GB A300 Black,$299.00,1353747943,$299.00
623,Auckland,Samsung Galaxy S6 G920i 64gb Black As New!!,$499.00,1353748707,$499.00
624,Auckland,Magsafe Magnetic iPhone and iPad charging cable,BuyNowOnly,1353749880,$12.00
625,Auckland,Magsafe Magnetic iPhone and iPad charging cable,BuyNowOnly,1353749891,$12.00
626,Auckland,Magsafe Magnetic iPhone and iPad charging cable,BuyNowOnly,1353749910,$12.00
629,Auckland,"5.5"" Lenovo Smartphone A916 Dual Sim 8GB RAM 1GB",$256.05,1355250736,$256.05
630,Auckland,Alcatel One Touch 903A Black - Skinny locked - New,$50.00,1356004699,$50.00
632,Auckland,"HT7 Pro 4G 5.5""Android 5.1 Quad Core 2GB RAM 16GB",BuyNowOnly,1353771258,$169.00
634,Auckland,Apple iPhone SE 64GB Gold !! Brand New,$729.00,1355269928,$729.00
635,Waikato,Huawei Y330 Ascend Black NZ NEW UNLOCKED Phone*,$69.00,1353783560,$69.00
636,Auckland,Alcatel 123 Camera Fold Flip Phone,$49.00,1353794861,$49.00
637,Hong Kong,Sony Xperia XA1 G3116 Dual 32GB - Black | Brand New,BuyNowOnly,1355286292,$407.00
638,Hong Kong,Samsung Galaxy S8 G950FD Dual Sim 64GB - Maple Gold | Brand New,BuyNowOnly,1355301441,"$1,016"
639,Hong Kong,Huawei P9 Plus VIE-AL29 Dual Sim 64GB - Gold | Brand New,BuyNowOnly,1355304749,$657.00
640,Auckland,Vodafone Mobiwire Kosumi 3G Black Brand New,$99.00,1353815983,$99.00
641,Hong Kong,Samsung Galaxy C5 C5000 32GB - Pink | Brand New Unlocked,BuyNowOnly,1355306866,$389.00
642,Auckland,BRAND NEW Alcatel Pop C5 OT-5036X White NZ NEW ON CLEARANCE,$95.00,1353827675,$95.00
643,Auckland,Brand New Apple iPhone 7 Plus 32GB Gold,"$1,449",1353827691,"$1,449"
644,Auckland,Brand New Nokia Lumia 520 Black Windows,$109.00,1353828070,$109.00
645,Auckland,Brand New Alcatel One Touch Pixi 3 4027A White,$69.00,1353828108,$69.00
646,Otago,iPhone 6 Battery,$16.99,1353829392,$16.99
647,Auckland,HTC One Mini 601s Silver AS NEW PHONE,$199.00,1353832091,$199.00
648,Auckland,iPhone 7 Plus / 256GB / Silver / Sealed Box,"$1,699",1353836594,"$1,799"
649,Auckland,iPhone 7 Plus / 128GB / Black / Sealed Box,"$1,599",1353836621,"$1,599"
650,Auckland,Huawei Mate 9 Dual SIM 64GB Grey,BuyNowOnly,1353837299,$999.00
651,Auckland,Spark Pro (ZTE V7 Blade) Grey - Spark locked - New - 12 Month Warranty,$199.00,1354581395,BidOnly
652,Auckland,Brand New Samsung G928i 32GB Galaxy S6 Edge Plus BLUE,$729.00,1353841234,BidOnly
653,Auckland,Samsung Galaxy J1 (2016)Brand New Unlocked NZ stock,$169.00,1353843336,BidOnly
654,Auckland,LG P760 Optimus L9 Android Phone,$119.00,1353843507,BidOnly
655,Hong Kong,Sony Xperia Z5 Dual E6633 32GB - White | Brand New Unlocked,BuyNowOnly,1355332055,$515.00
656,Auckland,IPhone 6 64Gb SILVER As New!!,$529.00,1353846911,BidOnly
658,Auckland,Apple iPhone 7 Plus - 32GB - Silver Brand New,"$1,319",1353848702,BidOnly
659,Auckland,Brand New Microsoft Lumia 640 XL RM-1066 8GB Smartphone Black,$219.00,1353849651,BidOnly
660,Auckland,Apple Iphone 5C 32gb PINK NZ NEW Clearance SALE,$399.00,1353849709,$399.00
661,Waikato,LG K430DSY K10 Dual Sim Black Phone *,$249.00,1353851327,$249.00
662,Waikato,Samsung J120ZN Galaxy J1 2016 Gold Unlocked Phone *,$168.00,1353848700,BidOnly
663,Waikato,Samsung J120ZN Galaxy J1 2016 White Unlocked Phone*,$168.00,1353845977,$168.00
664,Hong Kong,LG V20 H990 Dual Sim 64GB - Pink | Brand New Unlocked,BuyNowOnly,1355351450,$634.00
665,Auckland,Apple IPhone 6 Plus 16GB Silver Brand New,$799.00,1353859372,$799.00
666,Auckland,Samsung Galaxy S7 edge (G935F) Black - Brand New - 12 Month Warranty,$949.00,1357611316,$949.00
667,Auckland,Samsung Galaxy S7 edge (G935F) Gold - Brand New - 12 Month Warranty,$949.00,1354622701,$949.00
668,Auckland,Brand New LG V20 H990 Dual Sim 64GB Silver,$899.00,1353885060,$899.00
669,Auckland,Samsung Galaxy J3 (2016) 8GB Black Brand New,$304.98,1353885819,$304.98
670,Auckland,Apple iPhone SE 64GB SILVER !! Brand New,$799.00,1353886481,$799.00
671,Auckland,Brand New Apple Iphone 5C 8Gb Clearance Sale,$349.99,1353886495,$349.99
672,Auckland,Sony Xperia Z5 Premium Dual 4G 32GB BLACK !! NEW,$899.00,1353886759,$899.00
673,Hong Kong,Asus Zenfone 3 ZE552KL 64GB - White - | Brand New Unlocked,BuyNowOnly,1355387784,$463.00
674,Auckland,Brand New Telecom R22 Smart phone With Free Gift,$98.00,1353889102,$98.00
675,Auckland,MobiWire Dakota Rugged UNLOCKED Phone Black,$95.00,1353891262,$95.00
676,Auckland,Brand NEW HTC Desire 820 Gray,$349.00,1353891275,$349.00
677,Auckland,Samsung Galaxy S7 Sm-G930f Silver Brand New,$679.00,1353895032,$679.00
678,West Coast,Vodafone Chat 655 **Brand New**,$39.00,1353896439,BidOnly
679,Auckland,Brand New Galaxy A3 16GB A300 Pearl White,$299.00,1353901057,$299.00
680,Auckland,Best black iPhone 4s Back Glass Cover Replacem,$16.99,1357639739,$16.99
681,Auckland,Alcatel onetouch 2036x Black Brand New!!,$29.00,1353905389,$29.00
682,Auckland,Alcatel One Touch Pixi 3 4027A Black BRAND NEW,$69.00,1353905428,$69.00
683,Hong Kong,Xiaomi Redmi Note 4X 4G Dual Sim 32GB - Pink | Brand New Unlocked,BuyNowOnly,1355410566,$240.00
684,Hong Kong,Apple iPhone 7 Plus - 128GB - Silver | Brand New Unlocked,BuyNowOnly,1355411244,"$1,405"
685,Otago,Samsung Galaxy Note 2 Battery,$14.40,1353910465,$14.40
686,Auckland,Apple iPhone 7 Plus - 128GB - Jet Black Brand New,"$1,629",1353912197,"$1,629"
687,Auckland,Apple iPhone 7 Plus - 128GB - Black Brand New,"$1,629",1353913228,"$1,629"
688,Auckland,Brand New Samsung Galaxy S7 Edge 32Gb Black Onyx,$849.00,1353913350,$849.00
689,Auckland,Brand New Samsung Galaxy S7 Edge 32Gb Silver,$849.00,1353914307,$849.00
690,Auckland,Brand New Samsung Galaxy S7 Edge 32Gb Gold Platinum,$849.00,1353915400,$849.00
691,Auckland,Apple iphone 5c 16gb Pink Nz New CLEARANCE SALE,$350.00,1353915701,$350.00
692,Auckland,Brand New Samsung Galaxy S7 Edge 32Gb Blue,$849.00,1353916849,$849.00
693,Auckland,Brand New Huawei Ascend Y5 ii Gold Unlocked NZ New,$149.00,1353917395,$149.00
694,Auckland,Samsung Galaxy S7 Sm-G930f 32Gb Black Onyx New,$679.00,1353918494,$679.00
695,Auckland,Samsung Galaxy Note 5 32GB Gold Ex Demo,$639.99,1353918653,$639.99
696,Auckland,Samsung Galaxy S7 SM-G930F 32GB GOLD As New,$639.00,1353921093,$639.00
697,Auckland,Samsung Galaxy S7 Sm-G930f 32Gb Silver As New,$639.00,1353922053,$639.00
698,Auckland,Samsung Galaxy S7 Sm-G930f 32Gb Black As New,$639.00,1353922838,$639.00
699,Waikato,Huawei Y6 Elite LYO-L02 Unlocked Black Phone *,$149.00,1353924099,$149.00
700,Auckland,Iphone 6 16Gb Iphone6 16GB Grey - Brand New!,$569.00,1356163703,$569.00
701,Auckland,Iphone 6 16Gb Iphone6 16GB Grey - Brand New!,$569.00,1357662744,$569.00
702,Auckland,Iphone 6 16Gb Iphone6 16GB Grey - Brand New!,$569.00,1354665760,$569.00
703,Auckland,Milkshake Sony Ericsson Car Charger,$5.00,1353929005,BidOnly
704,Hong Kong,Sony Xperia Z3+ E6533 32GB - Copper | Brand New Unlocked,BuyNowOnly,1355437886,$465.00
705,Auckland,Brand New Vodafone Mobiwire Kosumi 3G Black,$99.00,1353937961,$99.00
706,Auckland,Brand New MobiWire Dakota Rugged UNLOCKED Phone Black,$99.00,1353939540,$99.00
707,Auckland,Apple iPhone 6 Plus 64GB Gold As New,$749.00,1353943957,$749.00
708,Auckland,Apple iPhone 6 16GB GOLD As New,$599.00,1353944787,$599.00
709,Auckland,New Skinny A462 (ZTE Blade A462) White - Skinny locked - 12 Month Warranty,$100.00,1356188134,$100.00
710,Auckland,As New Samsung Galaxy S6 Edge 64GB,$539.99,1353949978,$539.99
711,Auckland,As New Apple Iphone 5S 16Gb Gold,$339.00,1353950550,$339.00
712,Auckland,HTC One M8 Grey - New - 12 Month Warranty,$550.00,1354696704,$550.00
713,Auckland,Brand New Apple Iphone 6S plus 64GB Space Grey,"$1,379",1353959472,"$1,379"
714,Hong Kong,ASUS Zenfone Zoom ZX551ML 4GB/64GB -White | Brand New Unlocked,BuyNowOnly,1355472566,$360.00
715,Auckland,TELSTRA T83 Ruggedised 4G Android smart phone BRAND NEW ON CLEARANCE SALE,$139.00,1353961934,$139.00
716,Auckland,As New Samsung Galaxy S6 G920i 32GB Blue,$409.99,1353962381,$409.99
717,Auckland,As New Apple iPhone 4s 16Gb White Clearance,$174.99,1353963144,$174.99
718,Auckland,As New Samsung Galaxy S6 Edge 32Gb Blue,$499.99,1353976261,$499.99
719,Auckland,As NewSamsung Galaxy S6 G920i 128 GB,$599.00,1353980079,$599.00
720,Auckland,Huawei Ascend P7-L11 Black -New- 12 Month Warranty,$350.00,1354733621,$350.00
721,Auckland,Samsung Galaxy S7 SM-G930F 32GB GOLD Brand New!!,$679.00,1353985344,$679.00
722,Auckland,Alcatel Pop C5 OT-5036X White NZ NEW ON CLEARANCE,$95.00,1353987989,$95.00
723,Auckland,Brand New Huawei Mate 9 Champange Gold Dual Sim 64GB,"$1,049",1354000744,"$1,049"
724,Auckland,LG Optimus Net P690 Android Phone New,$79.00,1354001689,$79.00
725,Auckland,Brand New Alcatel OneTouch Pixi First 4024X WHITE,$69.99,1354004273,$69.99
726,Auckland,Brand New Alcatel OneTouch Pixi First 4024X Soft Slate,$69.99,1354006813,$69.99
727,Auckland,Best white iPhone 4 Back Glass Cover Replacem,$16.99,1354013986,$16.99
728,Auckland,Best white iPhone 4 Back Glass Cover Replacem,$16.99,1354013995,$16.99
729,Auckland,Best white iPhone 4 Back Glass Cover Replacem,$16.99,1354014003,$16.99
730,Auckland,LG Optimus One P500 Android Phone,$79.00,1354015424,$79.00
731,Auckland,Sony F3115 Xperia XA Black NZ New,$349.00,1354015460,$349.00
732,Auckland,Brand new Huawei P10 + Free Selfie Stick,$749.00,1357000270,BidOnly
733,Hong Kong,Sony Xperia Z3+ E6533 32GB - White | Brand New Unlocked,BuyNowOnly,1355536975,$402.00
734,Canterbury,iPhone 4S Battery Replacement,$13.99,1354791754,$13.99
735,Otago,iPhone 6 Plus Replacement Battery,$18.80,1354049013,$18.80
736,Hong Kong,Huawei P10 Lite WAS-TL10 Dual Sim 64GB - Platinum Gold | Brand New,BuyNowOnly,1355559531,$471.00
737,Auckland,NZ New Nokia Lumia 635 Black Windows phone UNLOCK,$125.00,1354052084,$125.00
738,Auckland,AS NEW Samsung G928i 32GB Galaxy S6 Edge Plus BLUE,$614.99,1354052093,$614.99
739,Auckland,Brand New Huawei Mate 9 Mocha Brown Dual Sim 64GB,"$1,049",1354052336,"$1,049"
740,Auckland,Brand New Nokia Lumia 930 Sealed box,$449.00,1354052451,$449.00
741,Auckland,Sony Xperia Z5 Dual E6683 32GB - White Brand New,$599.00,1354054172,$599.00
742,Hong Kong,Sony Xperia X Performance F8132 64GB - Rose Gold | Brand New Unlocked,BuyNowOnly,1355583561,$610.00
743,Hong Kong,LG Nexus 5X H791 32GB - Black | Brand New Unlocked,BuyNowOnly,1355586354,$443.00
744,Hong Kong,Samsung Galaxy C5 C5000 32GB - Gold | Brand New Unlocked,BuyNowOnly,1355593532,$389.00
745,Marlborough,LEAGOO 8GB Android 6.0 Quad Core 1.3GHz 1GB RAM Smart Phone,$114.99,1357110713,$124.99
746,Canterbury,iPhone 4S Battery Replacement with Opening Tools,$13.41,1354857816,$13.41
747,Auckland,****As New Homtom Ht16 Android Smartphone****$1 Reserve Limited Stock***,$15.00,1356735442,BidOnly
748,Hong Kong,LG Stylus 2 K520DY Dual Sim 16GB - Brown | Brand New Unlocked (Taiwan),BuyNowOnly,1355640105,$269.00
749,Hong Kong,Samsung Galaxy C5 C5000 64GB - Grey | Brand New Unlocked,BuyNowOnly,1355655951,$414.00
750,Hong Kong,Oneplus X E1003 3GB Ram 16GB - Black | Brand New Unlocked,BuyNowOnly,1355657457,$455.00
751,Hong Kong,HTC U Play (Alpine) 64GB + 4GB - Sapphire Blue | Brand New Unlocked,BuyNowOnly,1355657484,$525.00
752,Hong Kong,Apple iPhone 7 - 128GB - Gold | Brand New Unlocked,BuyNowOnly,1355657774,"$1,245"
753,Hong Kong,HTC U Play (Alpine) 64GB + 4GB - Brilliant Black | Brand New Unlocked,BuyNowOnly,1355658929,$525.00
754,Hong Kong,Apple iPhone 7 - 128GB - Rose Gold | Brand New Unlocked,BuyNowOnly,1355658971,"$1,245"
755,Hong Kong,Apple iPhone 7 - 32GB - Silver | Brand New Unlockedd,BuyNowOnly,1355658986,"$1,057"
756,Hong Kong,Nokia 6 Dual Sim 64GB - Arte Black | Brand New Unlocked,BuyNowOnly,1355665279,$453.00
757,Hong Kong,HTC Desire 10 Pro D10 64GB - Polar White | Brand New Unlocked,BuyNowOnly,1355683292,$424.00
758,Auckland,"VK World Stone V3 Max Rugged Phone - Dual-IMEI, 5300mAh, Waterproof, Flashlight",BuyNowOnly,1354199218,$149.00
759,Auckland,"Blackview BV7000 Pro Android Phone - IP68, Octa-Core , 4GB RAM, Dual-IMEI, 4G",BuyNowOnly,1354200052,$499.00
760,Auckland,Android Phone,BuyNowOnly,1354210435,$179.00
761,Wellington,Samsung Galaxy 7 Edge (Gold) NEW,$750.00,1355699744,$900.00
762,Hong Kong,Htc 10 M10 4G 32Gb - Grey | Brand New Unlocked,BuyNowOnly,1355705208,$627.00
763,Auckland,HTC 10 32GB Gold - Brand New Sealed,$775.00,1354224194,$775.00
764,Auckland,HTC 10 32GB Grey | Brand New Sealed,$765.00,1354223990,$765.00
765,Hong Kong,Sony Xperia Z5 Dual E6633 32GB - Gold | Brand New Unlocked,BuyNowOnly,1355717967,$515.00
766,Otago,S4 Battery,BuyNowOnly,1354235326,$13.99
767,Auckland,Sony Xperia X (F5121) Black - New,$750.00,1354983690,$750.00
768,Hong Kong,Apple iPhone 7 Plus - 32GB - Gold | Brand New Unlocked,BuyNowOnly,1355728990,"$1,229"
769,Hong Kong,Xiaomi Redmi Note 4X 4G Dual Sim 32GB - Gray | Brand New Unlocked,BuyNowOnly,1355729255,$240.00
770,Hong Kong,Sony Xperia XZs G8232 Dual 64GB - Ice Blue | Brand New,BuyNowOnly,1355752140,$806.00
771,Hong Kong,Samsung Galaxy S7 G930FD 32GB - Pink Gold | Brand New,BuyNowOnly,1355756698,$726.00
772,Auckland,Samsung Gear Fit (R350) - New - 12 Month Warranty,$149.00,1355017911,$149.00
773,Auckland,100% Genuine S3 Battery i9300 Samsung Galaxy Origi,$36.99,1354284484,$36.99
774,Hong Kong,Samsung Galaxy A3 A320FD 16GB (2017) - Gold Sand | Brand New,BuyNowOnly,1355775575,$376.00
775,Hong Kong,Samsung Galaxy S6 G920F 32GB - Black | Brand New,BuyNowOnly,1355777074,$622.00
776,Hong Kong,Samsung Gear S2 Classic R732 - Black | Brand New,BuyNowOnly,1355787297,$319.00
777,Hong Kong,Sony Xperia XA F3116 - Graphite Black | Brand New Unlocked,BuyNowOnly,1355789560,$322.00
778,Hong Kong,Huawei P9 Lite VNS-L31 3GB Ram 16GB - White | Brand New Unlocked,BuyNowOnly,1355789564,$361.00
779,Hong Kong,Huawei P9 Lite VNS-L31 3GB Ram 16GB - Gold | Brand New Unlocked,BuyNowOnly,1355789658,$361.00
780,Hong Kong,Huawei P9 Lite VNS-L22 Dual Sim (Dual Stand-By) 16GB - Gold | Brand New,BuyNowOnly,1355789836,$331.00
781,Hong Kong,Samsung Galaxy J7 J700H Dual SIM 3G - Black | Brand New Unlocked,BuyNowOnly,1355793227,$323.00
782,Auckland,Samsung Galaxy J5 Prime Smartphone 16GB Black Locked to 2degrees,BuyNowOnly,1354312826,$406.97
783,Auckland,Apple iPhone 7 Plus 128GB Gold,BuyNowOnly,1354313186,"$1,811"
784,Auckland,Apple iPhone 7 Plus 128GB Black,BuyNowOnly,1354313196,"$1,811"
785,Auckland,Apple iPhone 7 Plus 256GB Black,BuyNowOnly,1354313214,"$2,033"
786,Auckland,Apple iPhone 7 Plus 32GB Black,BuyNowOnly,1354313222,"$1,564"
787,Auckland,Apple iPhone 6s Plus 64GB Silver,BuyNowOnly,1354313235,"$1,269"
788,Auckland,Apple iPhone 6s Plus 64GB Gold,BuyNowOnly,1354313245,"$1,269"
789,Auckland,Apple iPhone 6s Plus 64GB Space Grey,BuyNowOnly,1354313258,"$1,269"
790,Auckland,Apple iPhone 6s Plus 64GB Rose Gold,BuyNowOnly,1354313270,"$1,269"
791,Hong Kong,OnePlus 3T A3010 4G Dual Sim 128GB - Midnight Black | Brand New Unlocked,BuyNowOnly,1355805276,$801.00
792,Auckland,Apple iPhone SE 128GB - Space Grey.,BuyNowOnly,1354314979,$850.77
793,Auckland,"Huawei P10 Plus Smartphone 64GB Graphite Black. 2 Years Warranty, 3 Months Hu...",BuyNowOnly,1354315078,"$1,083"
794,Auckland,Samsung Galaxy A3 (2016) Smartphone 16GB Gold 2 Year Warranty,BuyNowOnly,1354316917,$406.97
795,Auckland,Samsung Galaxy A5 (2016) Smartphone 16GB Black 2 Year Warranty,BuyNowOnly,1354316929,$508.98
796,Auckland,Samsung Galaxy S8 SM-G950F Smartphone 64GB Midnight Black 2 Years Warranty,BuyNowOnly,1354318403,"$1,325"
797,Auckland,Samsung Galaxy S8 SM-G950F Smartphone 64GB Maple Gold 2 Years Warranty,BuyNowOnly,1354318463,"$1,325"
798,Canterbury,S4 Battery Samsung Galaxy S4 Battery,$13.55,1358097879,$13.55
800,Auckland,HP Elite X3 Smartphone 64GB Black,BuyNowOnly,1354340621,"$1,223"
801,Auckland,Samsung Galaxy A5 (2016) Smartphone 16GB Gold 2 Year Warranty,BuyNowOnly,1354340641,$569.59
802,Auckland,Motorola Moto G5 Smartphone 16GB Grey,BuyNowOnly,1354343383,$335.57
803,Auckland,Apple iPhone 6s 128GB Space Grey,BuyNowOnly,1354388040,"$1,347"
804,Auckland,Apple iPhone 6s Plus 128GB Space Grey,BuyNowOnly,1354388065,"$1,564"
805,Auckland,Alcatel Pop C3 Smartphone 4GB Black,BuyNowOnly,1354390663,$83.28
806,Auckland,Alcatel Pop C3 Smartphone 4GB Sliver,BuyNowOnly,1354390668,$83.28
807,Auckland,Apple iPhone 7 256GB Gold,BuyNowOnly,1354390671,"$1,816"
808,Auckland,Apple iPhone 7 256GB Jet Black,BuyNowOnly,1354390677,"$1,816"
809,Auckland,Apple iPhone 6s Plus 32GB Space Grey,BuyNowOnly,1354390691,"$1,347"
810,Auckland,Apple iPhone 6 Plus Certified-Pre-Owned Perfect Condition 16GB Grey 1-year Ap...,BuyNowOnly,1354390715,$893.00
811,Auckland,Apple iPhone 6 Plus Certified-Pre-Owned Perfect Condition 16GB Gold 1-year Ap...,BuyNowOnly,1354390720,$893.00
812,Auckland,ASUS Zenfone 3 Deluxe Smartphone 64GB Glacier Shimmer Gold Premium Performance,BuyNowOnly,1354390723,"$1,121"
813,Auckland,"DORO PhoneEasy 631 Mobilephone White Locked Vodafone, Hard Bundled with Prepa...",BuyNowOnly,1354390737,$100.16
814,Auckland,Google Pixel Smartphone 128GB Very Silver,BuyNowOnly,1354390744,"$1,564"
815,Auckland,Google Pixel Smartphone 32GB Very Silver,BuyNowOnly,1354390752,"$1,228"
816,Auckland,Huawei Y3 Lite Smartphone 4GB Black Locked to 2degrees,BuyNowOnly,1354390774,$60.17
817,Auckland,Huawei Y3 Lite Smartphone 4GB White Locked to 2degrees,BuyNowOnly,1354390779,$60.17
818,Auckland,Huawei Y3 II Smartphone 8GB Black Locked to 2degrees,BuyNowOnly,1354390786,$100.97
819,Auckland,Huawei Y3 II Smartphone 8GB White Locked to 2degrees,BuyNowOnly,1354390794,$100.97
820,Auckland,"Huawei Shotx/Honor 7i Smartphone 16GB Polar White 2 Years Warranty, Work for ...",BuyNowOnly,1354390804,$274.38
821,Auckland,"Huawei Shotx/Honor 7i Smartphone 16GB Coastal Gold 2 Years Warranty, Work for...",BuyNowOnly,1354390814,$274.38
822,Auckland,Huawei P8 Smartphone 16GB Titanium Grey,BuyNowOnly,1354390822,$406.97
823,Auckland,Huawei P8 Smartphone 16GB Mystic Champagne,BuyNowOnly,1354390834,$406.97
824,Auckland,"LG V20 Smartphone 64GB Urban Grey Parallel Imported, 1 year PB warranty, NZ p...",BuyNowOnly,1354390862,"$1,121"
825,Auckland,"LG V20 Smartphone 64GB Sweet Silver Parallel Imported, 1 year PB warranty, NZ...",BuyNowOnly,1354390870,"$1,121"
826,Auckland,"LG Nexus 5X Smartphone 32GB White, Parallel Imported, PB 2 Year Warranty (NZ ...",BuyNowOnly,1354390879,$553.35
827,Auckland,"Xiaomi Mi Mix Smartphone 128GB Black Parallel Imported, 1 Year PB Warranty, (...",BuyNowOnly,1354390889,"$1,325"
828,Auckland,"Xiaomi Mi Mix Smartphone 256GB Black Parallel Imported China version, 1 Year ...",BuyNowOnly,1354390898,"$1,529"
829,Auckland,"Microsoft Lumia 640 Smartphone 8GB Black Parallel Imported, 2 year PB Warranty",BuyNowOnly,1354390904,$243.53
830,Auckland,"Microsoft Lumia 640 Smartphone 8GB Orange Parallel Imported, 2 year PB Warran...",BuyNowOnly,1354390910,$233.58
831,Auckland,"Microsoft Lumia 640 XL Smartphone 8GB Black Parallel Imported, 2 year PB Warr...",BuyNowOnly,1354390933,$304.98
832,Auckland,MEIZU M3 Note Smartphone 16GB Grey Bundle with a 2degrees prepay $19 carryove...,BuyNowOnly,1354390939,$282.36
833,Auckland,MEIZU M3 Note Smartphone 32GB Grey. 2 Years Warranty,BuyNowOnly,1354390955,$309.89
834,Auckland,Samsung Galaxy J3 (2016) Smartphone 8GB Black Locked to 2degrees,BuyNowOnly,1354391045,$304.98
835,Auckland,Samsung Galaxy J3 (2016) Smartphone 8GB White Locked to 2degrees,BuyNowOnly,1354391055,$304.98
836,Auckland,"Sony Xperia XZ Dual Smartphone 64GB Mineral Black. Parallel Imported, 2 Year ...",BuyNowOnly,1354391073,$988.37
837,Auckland,"Sony Xperia XZ Dual Smartphone 64GB Forrest Blue. Parallel Imported, 2 Year P...",BuyNowOnly,1354391079,$988.37
838,Auckland,Vodafone Smart Mini 7 Smartphone 4GB Black. Locked to Vodafone. Comes with Vo...,BuyNowOnly,1354391196,$45.97
839,Auckland,Vodafone Smart Mini 7 Smartphone 4GB White. Locked to Vodafone. Comes with Vo...,BuyNowOnly,1354391206,$47.32
840,Auckland,Vodafone Smart 4 fun Smartphone 4GB Black,BuyNowOnly,1354391215,$61.00
841,Auckland,Motorola Moto G5 Plus Smartphone 16GB Grey,BuyNowOnly,1354396987,$457.97
842,Hong Kong,Huawei P10 VTR-L29 Dual Sim 64GB - Graphite Black | Brand New,BuyNowOnly,1355914039,$798.00
843,Auckland,"Xiaomi Redmi 4X 16GB, 4G LTE, 13MP Camera",$245.00,1354431364,$245.00
844,Auckland,"Mi MIX FULL SCREEN CONCEPT~6GB RAM 256GB ROM, 1yr warranty","$1,134",1354431552,"$1,134"
845,Auckland,"Xiaomi Redmi Note 4X, 4Gb Ram 64Gb, 13Mp",$359.00,1354433283,$359.00
846,Bay of Plenty,Unopened Samsung S7 Edge,$750.00,1354441371,$800.00
848,Auckland,Best black iPhone 4s Back Glass Cover Replacem,$16.99,1355189449,$16.99
849,Hong Kong,Samsung Galaxy S8+ Plus G955FD Dual Sim 64GB - Midnight Black | Brand New,BuyNowOnly,1355985862,"$1,110"
850,Auckland,Brand New Samsung Gear Vr Blue Black,$99.00,1355998717,$99.00
851,Manawatu,TrackR Tracker,$30.00,1354512008,$35.00
852,Hong Kong,Samsung Galaxy S7 edge G935FD 64GB - Pink | Brand New,BuyNowOnly,1356004167,$800.00
853,Auckland,Brand New Huawei Ascend P8 Lite 16GB Black,$218.00,1354518862,$218.00
854,Auckland,Nokia Lumia 820 WHITE Brand New,$149.00,1354519162,$149.00
855,Auckland,Samsung Galaxy S5 Mini G800y Black 16 GB Brand New!!,$389.00,1354534374,$389.00
856,Hong Kong,Apple iPhone 7 Plus - 128GB - Black | Brand New Unlocked,BuyNowOnly,1356033767,"$1,425"
857,Auckland,Nokia Lumia 635 Black Windows NZ New On Clearance,$125.00,1354552696,$125.00
858,Australia,Kogan Agora 8 4G LTE,BuyNowOnly,1354570122,$199.00
859,Waikato,Vodafone Doro 6520 Graphite/White Unlocked Phone*,$119.00,1354571025,$119.00
860,Waikato,Huawei P8 Grey 16GB NZ NEW SEALED Phone *,$449.00,1354574959,$449.00
861,Auckland,Apple Iphone 7 Plus 256GB silver Brand New,"$1,629",1354572775,"$1,629"
862,Auckland,Alcatel onetouch Pixi 3 Black - Spark Locked - New,$65.00,1355319804,$65.00
863,Auckland,Spark Lite (ZTE Blade A110) Black - Spark locked -New,$80.00,1355325566,$80.00
864,Auckland,Apple Iphone 7 Plus 256gb Gold Brand New,"$1,629",1354582054,"$1,629"
865,Hong Kong,Samsung Galaxy S7 Edge G935FD 32GB - Black | Brand New,BuyNowOnly,1356080207,$758.00
866,Hong Kong,Sony Xperia X Performance F8132 64GB - White | Brand New Unlocked,BuyNowOnly,1356091620,$610.00
867,Auckland,Apple iPhone SE 64GB SILVER !! Brand New,$729.00,1356100841,$729.00
868,Auckland,6 inch 3G Android 5.1 Dual Sim SmartPhone GPS/WIFI,BuyNowOnly,1354608414,$179.00
869,Auckland,6 inch 3G Android 5.1 Dual Sim SmartPhone GPS/WIFI,BuyNowOnly,1354608821,$179.00
870,Hong Kong,Sony Xperia XZ Premium G8142 Dual Sim 64GB - Luminous Chrome | Brand New,BuyNowOnly,1356103336,"$1,031"
871,Hong Kong,Sony Xperia XZ Premium G8142 Dual Sim 64GB - Deepsea Black | Brand New,BuyNowOnly,1356103341,"$1,031"
872,Auckland,BRAND NEW Samsung Galaxy J2 J200Y BLACK,$249.00,1354613225,$249.00
873,Auckland,Brand New Samsung Galaxy S4 i9505 Black phone,$279.00,1354613447,$279.00
874,Auckland,As New Samsung Note Edge N915F 32gb White,$649.00,1354613657,$649.00
875,Auckland,As New Apple Iphone 6S 16Gb Gold,$629.00,1354613661,$629.00
876,Waikato,Samsung A310Y Galaxy A3 2016 Black NZ NEW PHONE *,$359.00,1354618862,$359.00
877,Waikato,Samsung Galaxy J2 Prime Gold NZ NEW UNLOCKED Phone*,$235.00,1354619383,$235.00
878,Waikato,Huawei GT3 NMO-L22 Gray Unlocked Phone*,$279.00,1354572515,$279.00
879,Auckland,Brand New Apple Iphone 7 Plus 256GB silver,"$1,629",1354620338,"$1,629"
880,Hong Kong,Samsung Galaxy S7 G930FD 32GB - Gold | Brand New,BuyNowOnly,1356125067,$726.00
884,Auckland,Brand New Samsung Ativ S I8750 16GB Window Phone BIG CLEARANCE SALE,$195.00,1354638091,$195.00
885,Auckland,Brand New HTC Desire 820 matte Tuxedo Gray Color,$349.00,1354638821,$349.00
887,Auckland,Brand New Huawei Y5 II Unlocked NZ New Gold Color,$149.00,1354643029,$149.00
